2,9,73871,GEGE,NOT
2,9,73871,XD,NOT
2,9,73871,Papech bingo,NOT
2,7,73871,NICE CRIT,NOT
2,9,73871,Eto novogodniy podarok bil vam parni,NOT
2,3,73871,++,NOT
3,2,21900,commend sf,NOT
3,9,21900,there goes the streak,NOT
3,4,21900,report mag please ty,OFF
3,4,21900,still empower not full skill agianst ck,NOT
3,4,21900,6level 3 skewer,NOT
3,7,21900,fuck you sf,OFF
3,7,21900,you cost me a game,NOT
3,3,21900,doom missed 2 kills,NOT
3,3,21900,lol,NOT
3,2,21900,commend my team,NOT
3,2,21900,liquid playing right here,NOT
3,9,21900,ggwp,NOT
3,8,21900,gg,NOT
6,8,313889,jj,NOT
6,2,313889,domoi,NOT
7,7,185599,mk am slark,NOT
7,7,185599,gg,NOT
7,6,185599,u got anti mage too,NOT
7,6,185599,u can win this,NOT
7,6,185599,u cant*,NOT
7,1,185599,:D,NOT
7,6,185599,Hes offlane,NOT
7,6,185599,fuck his ass,OFF
7,1,185599,kaif,NOT
7,9,185599,nice,NOT
7,9,185599,block,NOT
7,6,185599,its not enough,NOT
7,6,185599,come 5,NOT
7,4,185599,STFI,OFF
7,2,185599,:DDDDD,NOT
7,7,185599,lul,NOT
7,9,185599,lul,NOT
7,4,185599,LUL,NOT
7,8,185599,rep am,OFF
7,8,185599,ty,NOT
7,4,185599,slark reported,OFF
7,4,185599,antimage commended,NOT
7,6,185599,:D,NOT
7,6,185599,ahahah,NOT
7,6,185599,thanks man,NOT
7,9,185599,LETS PICK,NOT
7,7,185599,slark against lion,NOT
7,9,185599,slark,NOT
7,7,185599,and wk,NOT
7,9,185599,into,NOT
7,9,185599,LION,NOT
7,9,185599,HAHA,NOT
7,7,185599,great stuff,NOT
7,9,185599,i love hex,NOT
7,4,185599,+,NOT
7,8,185599,gege,NOT
7,2,185599,ggwp gl next,NOT
7,1,185599,GG,NOT
8,1,346513,GE,NOT
8,3,346513,..,NOT
8,9,346513,..,NOT
8,2,346513,gg,NOT
8,2,346513,gg,NOT
8,2,346513,end,OFF
8,8,346513,reconecting pls wait,NOT
8,0,346513,ok,NOT
8,1,346513,AW,NOT
8,2,346513,wp,NOT
8,1,346513,AW,NOT
8,1,346513,AW,NOT
8,2,346513,gg,NOT
8,2,346513,ty,NOT
8,1,346513,GG,NOT
8,1,346513,GG,NOT
8,1,346513,WTF,NOT
8,2,346513,gg luna,NOT
10,4,317920,rofl,NOT
10,9,317920,|Haha,NOT
10,4,317920,ahhahaa,NOT
10,5,317920,:C,NOT
10,2,317920,ok,NOT
10,3,317920,gg,NOT
11,6,73198,re:zero,NOT
11,2,73198,),NOT
11,5,73198,gg,NOT
11,5,73198,)),NOT
12,7,81467,sf with dd killed rosh,NOT
12,2,81467,ahhaha,NOT
12,2,81467,nice tiny,NOT
12,3,81467,SLARK 20!8,NOT
12,2,81467,gg,NOT
12,5,81467,gg,NOT
12,2,81467,:D,NOT
13,2,197284,?,NOT
13,5,197284,&&&,NOT
15,4,148176,xd,NOT
15,2,148176,...,NOT
16,7,112935,gg,NOT
16,7,112935,gg,NOT
16,4,112935,"yes, sr",NOT
16,6,112935,=D,NOT
17,5,307987,:D,NOT
17,9,307987,nice flask,NOT
17,5,307987,?,NOT
17,2,307987,fucking nice game,NOT
17,2,307987,is it guys interesting to play?,NOT
17,7,307987,yes,NOT
17,2,307987,esp you dude,NOT
17,7,307987,dinamic game,NOT
17,2,307987,3-12,NOT
17,7,307987,heh,NOT
17,7,307987,a lot of space for am,NOT
17,7,307987,u didnt do something to him,NOT
17,2,307987,i don't have to,NOT
17,8,307987,?,NOT
17,7,307987,leave already,OFF
17,2,307987,no gg for retards,OFF
19,3,327913,(,NOT
19,5,327913,GG,NOT
20,2,380209,report plz,OFF
20,2,380209,pl,NOT
20,4,380209,lol,NOT
20,2,380209,gg,NOT
20,1,380209,SE ME LAGEO,NOT
20,2,380209,report pa,OFF
20,2,380209,report,OFF
20,2,380209,lucky,NOT
20,9,380209,LOL,NOT
20,2,380209,gg,NOT
20,9,380209,HA,NOT
20,2,380209,nice lucky,NOT
20,2,380209,end,OFF
20,3,380209,report bh,OFF
20,1,380209,SE,NOT
20,3,380209,report bh,OFF
21,2,353592,es pls,NOT
21,2,353592,got pl dude,NOT
21,3,353592,end dast plz,OFF
21,3,353592,gg team,NOT
21,8,353592,end,OFF
21,5,353592,guys pls report axe,OFF
21,5,353592,thx,NOT
21,5,353592,he about to throw game,OFF
21,5,353592,ya,NOT
21,2,353592,gg,NOT
21,2,353592,end,OFF
21,5,353592,our team also noob one,OFF
21,5,353592,ply so hard,NOT
21,5,353592,axe keep feeding them,OFF
21,3,353592,aw,NOT
21,3,353592,aw,NOT
21,3,353592,go am for the win,NOT
21,7,353592,pliss report axe,OFF
21,2,353592,?,NOT
21,2,353592,ok,NOT
21,8,353592,lucky,NOT
21,7,353592,toxic player,NOT
21,7,353592,yeahh lucky,NOT
21,5,353592,rubbish axee,OFF
21,7,353592,gg pliss report axe tolol,OFF
23,4,247830,zeus d mrda,NOT
23,5,247830,brinca,NOT
23,5,247830,GG,NOT
23,6,247830,gg ,NOT
23,0,247830,repor axe plis,OFF
23,6,247830,ggggggggggg,NOT
23,9,247830,commend,NOT
23,8,247830,izi ,OFF
23,7,247830,ez pz,OFF
23,2,247830,ez hc!,OFF
23,5,247830,GGGGGGGGGGG,NOT
24,0,210250,?,NOT
26,9,242182,gg,NOT
27,9,299711,wow,NOT
27,9,299711,puge,NOT
27,7,299711,T. J. Hooker,NOT
27,9,299711,so grubo,NOT
27,9,299711,wow,NOT
27,9,299711,5,NOT
27,9,299711,)),NOT
27,9,299711,wtf,NOT
27,9,299711,doom farm,NOT
27,9,299711,gg,NOT
27,9,299711,go next,OFF
27,9,299711,thats nice ,NOT
27,9,299711,)))))),NOT
27,9,299711,wowo,NOT
27,9,299711,lucky bash,NOT
27,7,299711,u dont need rosh,NOT
27,7,299711,just finish,OFF
27,9,299711,+,NOT
28,1,262556,CAN I PEE,NOT
28,9,262556,YES,NOT
28,0,262556,ok rdy?,NOT
28,1,262556,THANKS,NOT
28,5,262556,g,NOT
28,0,262556,gl hf!,NOT
28,1,262556,GG,NOT
28,9,262556,gg,NOT
28,0,262556,gg wp!,NOT
29,1,238852,?,NOT
29,2,238852,gg,NOT
29,0,238852,gg,NOT
29,3,238852,err,NOT
29,3,238852,ez,OFF
29,3,238852,:),NOT
29,3,238852,gg,NOT
31,3,96889,lol,NOT
31,9,96889,eto 2 dolboeba,NOT
31,9,96889,ne obrashay vnimaniya,NOT
31,2,96889,gg,NOT
32,4,277966,son of a bitch,OFF
32,7,277966,yeah?,NOT
32,4,277966,ya i guess,NOT
32,5,277966,gg,NOT
32,5,277966,gg,NOT
32,3,277966,GG,NOT
32,3,277966,Easy mid,OFF
32,8,277966,Ez,OFF
33,4,268016,end,OFF
33,4,268016,viper,NOT
33,4,268016,is so bad,OFF
33,4,268016,just end,OFF
33,4,268016,0-3 with viper,NOT
33,2,268016,Report],OFF
33,2,268016,reprot plz,OFF
33,4,268016,why do I get,NOT
33,4,268016,retards,OFF
33,4,268016,every game,NOT
33,4,268016,why,NOT
33,2,268016,report this toxic player,OFF
33,0,268016,loser,OFF
33,4,268016,my ult goes through repel?,NOT
33,4,268016,is this real life,NOT
33,9,268016,No,NOT
33,4,268016,affects: enemies,NOT
33,4,268016,LOL,NOT
33,9,268016,just ran out 0.1 sec before,NOT
33,2,268016,ez,OFF
33,2,268016,report dW,OFF
34,8,243187,WHY JUGNLE,NOT
36,5,367444,xd,NOT
36,8,367444,que se cant euna pedro,NOT
36,8,367444,remix,NOT
36,8,367444,papi a  mi no me ronques de chavos,NOT
36,8,367444,papi ya tu sabes quien yo soy ,NOT
36,8,367444,el de la verdadera vuelta baby',NOT
36,8,367444,todos digan conmigo ,NOT
36,8,367444,papa,NOT
36,8,367444,papa doble U,NOT
36,5,367444,gg?,NOT
36,8,367444,recomend ogre support/carry,NOT
36,5,367444,gg,NOT
36,7,367444,:'v,NOT
36,7,367444,GG,NOT
36,7,367444,perras,NOT
36,5,367444,gg,NOT
36,8,367444,jajajajjajajaja,NOT
36,8,367444,aaaaaaaaaaaaaaaaaaaaaaj,NOT
36,5,367444,gg,NOT
36,5,367444,"Recom,end",NOT
36,5,367444,recomend,NOT
36,7,367444,Atte: Pedrito El mudo Suarez Vertiz,NOT
36,5,367444,Recomend,NOT
38,5,126219,++,NOT
38,6,126219,(,NOT
38,6,126219,(((,NOT
38,6,126219,),NOT
38,1,126219,xD,NOT
38,9,126219,))),NOT
38,5,126219,+,NOT
38,2,126219,:D,NOT
39,5,48094,LO,NOT
39,0,48094,fuck off,OFF
39,3,48094,GG,NOT
39,3,48094,REPORT RAZOR,OFF
39,3,48094,WORST PLAYER,OFF
39,3,48094,LOSE 1000 MMR,NOT
39,3,48094,IN 2 WEEKS,NOT
39,3,48094,BEST MAIN CARRY IN DOTA,NOT
39,0,48094,fucking dumb dog cant just press q and kill the healing ward from 1000 range away,OFF
40,2,242884,4 hero vs me),NOT
40,5,242884,last pick ogre <3,NOT
42,8,273425,rmk,NOT
43,0,49580,ggwp fuking idiots carries,OFF
43,9,49580,STFU,OFF
43,7,49580,ez af,OFF
43,5,49580,ezs,OFF
44,1,80480,ggwp,NOT
44,4,80480,g,NOT
44,2,80480,hahahaha,NOT
44,4,80480,Gg,NOT
44,2,80480,gg,NOT
48,4,313198,gl hf,NOT
48,6,313198,GG,NOT
48,6,313198,NO TENGO TEAM,NOT
48,0,313198,ool,NOT
48,0,313198,Fuck you,OFF
48,2,313198,huskar mid?,NOT
48,2,313198,lol,NOT
48,6,313198,TRE AYUARON I  CACA,NOT
48,6,313198,TE AYUDRON MID,NOT
48,2,313198,lol luna,NOT
48,2,313198,lol jugg,NOT
48,1,313198,gg,NOT
48,5,313198,bien jugger off,NOT
49,1,309037,lmao ,NOT
49,3,309037,welp gg,NOT
49,3,309037,gg,NOT
49,5,309037,gg,NOT
49,7,309037,kuk,NOT
49,9,309037,gg,NOT
49,2,309037,disaster kunka,OFF
50,6,151953,we are such assholes :D,OFF
50,9,151953,can we just play ?,NOT
50,5,151953,now u wanna play huh?,NOT
50,7,151953,haha,NOT
50,3,151953,pause,NOT
50,3,151953,pls,NOT
50,9,151953,gg,NOT
50,9,151953,my team need 1 min to help me,NOT
50,9,151953,retard pudge,OFF
50,7,151953,argh,NOT
50,9,151953,oimggg,NOT
50,9,151953,pls report,OFF
50,9,151953,pls,NOT
50,9,151953,:),NOT
50,5,151953,no lol,NOT
50,5,151953,ez,OFF
50,7,151953,gg,NOT
50,8,151953,TA REPORTED,OFF
50,2,151953,ez,OFF
51,8,292688,LEAD NET WORTH,NOT
51,9,292688,Fuck you gorditio,OFF
51,6,292688,gg,NOT
51,2,292688,gg,NOT
53,7,238085,omg,NOT
53,7,238085,AUILSHNUIOJHAIO,NOT
53,5,238085,AXAXXAXA,NOT
53,6,238085,Hahaha,NOT
53,7,238085,JAUJASUJAAJJAAJ,NOT
53,5,238085,XAAXAXAXAXAXAXAX,NOT
53,2,238085,EA{F'FWF,NOT
53,7,238085,AHAHAHAHAHAHAH,NOT
53,6,238085,Ahahahaha,NOT
53,7,238085,best one so far,NOT
53,7,238085,aahahaha,NOT
53,5,238085,AAHAHAH OMg,NOT
53,7,238085,can u repeat that?,NOT
53,7,238085,was fun,NOT
53,7,238085,submit on dota wtf,NOT
53,3,238085,.....,NOT
53,5,238085,Te qiva robt npidh,NOT
53,5,238085,o vari kars,NOT
53,5,238085,ta qi nonen,NOT
53,5,238085,Npidh,NOT
53,4,238085,ez,OFF
55,3,268351,gg,NOT
56,9,163517,rank 957 nice,NOT
56,0,163517,U MUST BE HAPPY,NOT
56,0,163517,PUSSY,OFF
56,9,163517,nope,NOT
56,1,163517,not as happy as 956,NOT
56,8,163517,AFK,NOT
56,9,163517,ya,NOT
56,0,163517,SO?,NOT
56,8,163517,WAIT PLEASE ?,NOT
56,4,163517,ok,NOT
56,3,163517,fucking try my best,NOT
56,9,163517,bara?,NOT
56,4,163517,gg,NOT
56,9,163517,bara?,NOT
57,7,384613,sec,NOT
58,5,112088,Im a little teapot,NOT
58,3,112088,ese shaker,NOT
58,4,112088,hahah+,NOT
58,5,112088,HIV+,NOT
58,4,112088,ez void,OFF
58,7,112088,"nice take adbantage of ai,m cant win normal",NOT
58,4,112088,es turbo,NOT
58,6,112088,relax ,NOT
58,7,112088,?,NOT
58,6,112088,gg,NOT
58,6,112088,ez void,OFF
58,6,112088,so ez,OFF
58,5,112088,jajajaja,NOT
58,3,112088,ctmamer,NOT
58,4,112088,caca de huscar,NOT
58,3,112088,vmdswwcrepro husalkr,NOT
58,3,112088,husklalr,NOT
58,6,112088,gg ez void,OFF
59,2,81722,gg,NOT
59,3,81722,end,OFF
59,3,81722,report void ty,OFF
59,6,81722,yeahg,NOT
59,6,81722,gsuy,NOT
59,6,81722,come,NOT
59,6,81722,@ midl ,NOT
59,6,81722,2 ,NOT
59,1,81722,gege,NOT
59,1,81722,wp sf,NOT
59,1,81722,fp,NOT
59,1,81722,),NOT
59,1,81722,))),NOT
59,1,81722,))))))),NOT
59,1,81722,1 vs 1 ,NOT
59,1,81722,tide,NOT
59,1,81722,yea,NOT
59,1,81722,ez game,OFF
59,3,81722,afk 30min,NOT
59,3,81722,xd,NOT
59,9,81722,i can understand that void was bad,OFF
59,3,81722,xd,NOT
59,9,81722,but u shoudlnt let anyone 1 v1 against tide,NOT
63,9,100905,__,NOT
63,3,100905,)),NOT
63,1,100905,XD,NOT
63,1,100905,XDDDDDDDDDDDDDDDDDDDDDDD,NOT
63,2,100905,:D ,NOT
63,2,100905,gg wp,NOT
63,2,100905,sunya like,NOT
64,5,241525,GJ,NOT
64,6,241525,report sf plz,OFF
64,5,241525,ggwp,NOT
64,6,241525,report sf plz,OFF
68,6,104483,nope,NOT
68,6,104483,retards,OFF
68,2,104483,ge e,NOT
69,0,273050,BPB,NOT
72,2,374446,russian ret,OFF
74,8,49633,sai daki vei,NOT
74,9,49633,SERIOI ?,NOT
74,1,49633,JAJAJAJA,NOT
74,8,49633,vai tomar no cu,NOT
74,8,49633,Noob fdp,OFF
74,7,49633,1 2 3 ,NOT
74,7,49633,ja sumiu na neblina ,NOT
74,2,49633,hi five,NOT
74,0,49633,riki tirale polvo al jugger,NOT
74,1,49633,nice ,NOT
74,1,49633,pero tirale que,NOT
74,2,49633,si o si,NOT
74,1,49633,para que no use su primera,NOT
74,1,49633,entendes?,NOT
74,7,49633,Isso,NOT
74,0,49633,eu vou fazer o dotinha,NOT
74,1,49633,`,NOT
74,2,49633,"ponele tu primera al juger, el wyvern le utlea y yo meto solstrike y albondiga",NOT
74,1,49633,vc 'esta' lixo,NOT
74,1,49633,riki prepara tu polvo para el jugg,NOT
74,2,49633,vc parrtiu meu corazouuu,NOT
74,2,49633,mas ela no tem problema anananaanana,NOT
74,9,49633,cansei,NOT
74,0,49633,nao vai contar mano,NOT
74,0,49633,deixa pausado,NOT
74,8,49633,caralho ja passou uma hora,NOT
74,1,49633,yo estoy cansei,NOT
74,8,49633,caralhooo,NOT
74,0,49633,vc tem medo da drow,NOT
74,1,49633,se supone que cansei= es cansado,NOT
74,1,49633,o no?,NOT
74,2,49633,tactical pause,NOT
74,2,49633,.v,NOT
74,8,49633,pqppp,NOT
74,0,49633,report wintern,OFF
74,0,49633,please,NOT
74,1,49633,gg,NOT
74,2,49633,report wyvern,OFF
74,2,49633,ty,NOT
74,1,49633,reporten wynter,OFF
74,0,49633,Sorprise mdf,NOT
74,4,49633,"payback, bitch",OFF
74,8,49633,ez,OFF
74,0,49633,ez,OFF
74,2,49633,izi ancestral,OFF
75,2,247388,1 sec,NOT
75,4,247388,gg,NOT
75,4,247388,gg,NOT
75,8,247388,gg,NOT
75,1,247388,gg,NOT
75,0,247388,gg,NOT
75,7,247388,gg,NOT
75,5,247388,gg,NOT
77,1,213291,ty,NOT
77,1,213291,+,NOT
77,7,213291,gg,NOT
77,6,213291,gg wp;,NOT
82,5,3365,HFHF,NOT
82,0,3365,da powel nahui,NOT
82,8,3365,(,NOT
82,8,3365,bm(,NOT
82,5,3365,((((((((((,NOT
82,0,3365,),NOT
82,0,3365,ebat esli vi vigosa znaete,NOT
82,0,3365,skolko vam let,NOT
82,0,3365,40?,NOT
82,5,3365,40,NOT
