0,1,why do people always play clinkz in turbo,NOT
1,1,ez bot,OFF
2,2,pudgE?,NOT
3,2,how you see lf?,NOT
4,2,k pudge,NOT
5,2,you get my report,OFF
6,2,for what,NOT
7,2,wall hack,NOT
8,2,you get my report,OFF
9,2,what,NOT
10,2,good luck,NOT
11,2,ITS FUCKING DUSTS,OFF
12,2,enjoy vac ban,OFF
13,2,g,NOT
14,2,gogu* retart,OFF
15,2,gg,NOT
16,2,gg,NOT
17,2,gg,NOT
18,3,glhf,NOT
19,3,?,NOT
20,3,lag,NOT
21,3,wait la,NOT
22,3,Wtf?,NOT
23,3,cant wait?,NOT
24,3,ur not 9k,NOT
25,3,ur r kid,OFF
26,3,nice,NOT
27,3,for what?,NOT
28,3,?,NOT
29,3,?,NOT
30,3,?,NOT
31,3,),NOT
32,3,GG wp,NOT
33,3,omg,NOT
34,3,GG wp,NOT
35,3,gg wp,NOT
36,3,rubick just shhouting useless,OFF
37,4,come again,NOT
38,4,sss,NOT
39,4,ezz tp,OFF
40,4,),NOT
41,4,gGG,NOT
42,4,GG,NOT
43,4,izi mid,OFF
44,4,kunka,NOT
45,4,ls,NOT
46,4,GG,NOT
47,4,GG,NOT
48,4,GG,NOT
49,4,GG,NOT
50,4,gg wp,NOT
51,4,gg wp,NOT
52,5,buye,NOT
53,5,:P,NOT
54,5,))_)))),NOT
55,5,WP,NOT
56,5,)),NOT
57,5,my team is 20 mmr all reunited tbh,NOT
58,5,report PA ty,OFF
59,5,gg,NOT
60,6,?,NOT
61,6,?,NOT
62,6,no,NOT
63,6,you pidar,NOT
64,6,da da,NOT
65,6,10 [g,NOT
66,6,10 xh,NOT
67,6,xp,NOT
68,6,hp,NOT
69,6,GG WP,NOT
70,6,?,NOT
71,6,EZ,OFF
72,7,cowards,NOT
73,7,",!,",NOT
74,8,fuck off from me,OFF
75,8,),NOT
76,8,lol,NOT
77,8,XD?,NOT
78,8,4X4?,NOT
79,8,:???????,NOT
80,8,if ursa have lvl 1 its will be easy fb,OFF
81,8,?,NOT
82,8,mouse ,NOT
83,8,sry,NOT
84,8,1 min,NOT
85,8,ty,NOT
86,8,?,NOT
87,8,go use your own shop =),NOT
88,8,),NOT
89,8,)),NOT
90,8,ez,NOT
91,8,ez,OFF
92,9,why?,NOT
93,9,trade 4 lives for sniper,NOT
94,9,GG,NOT
95,9,ez,OFF
96,9,:)),NOT
97,9,EZ,OFF
98,9,commend nyo es na magaling wag yung es na bobo,NOT
99,9,IMIK ANU,NOT
100,9,46-36,NOT
101,9,parang ES lang,NOT
102,9,hahha,NOT
103,9,HAHAHAHAHAHAHAHA,NOT
104,9,46-36,NOT
105,9,es na bobo,NOT
106,9,puta,NOT
107,9,46-36,NOT
108,9,haha,NOT
109,9,hahahah,NOT
110,9,jerax bobo ka naman,NOT
111,10,+,NOT
112,11,GG WP,NOT
113,12,Ez mid,OFF
114,12,gg full carry,NOT
115,13,toh hang,NOT
116,13,igt bleh menang?,NOT
117,13,bendi bendi,NOT
118,13,lancau,NOT
119,13,to hang to mem,NOT
120,13,cakap pun tak btoi,NOT
121,13,torma dan loca,NOT
122,13,nak menang lagi,NOT
123,13,lagi torma,NOT
124,13,torma pak ang,NOT
125,13,pak ang lor la,NOT
126,13,ey ki ggt la,NOT
127,13,ggwp,NOT
128,13,gg,NOT
129,14,double 5 ranks GG,NOT
130,14,nice combo tinker ns,NOT
131,14,nais combo,NOT
132,14,sven kontrit pla iil net,NOT
133,14,sven ,NOT
134,14,ty govoril vrode net,NOT
135,14,nu ofc,NOT
136,14,v 6 slotov,NOT
137,14,pl silnee,NOT
138,14,GG,NOT
139,14,gg,NOT
140,15,was afk,NOT
141,15,wtf,NOT
142,15,sf,NOT
143,15,condomn,NOT
144,15,sniper you`re so dam good,NOT
145,15,how can you play with him so good?,NOT
146,15,ohh right click and go,NOT
147,15,gg,NOT
148,16,a net melhoro foi?,NOT
149,16,primeira deu fail,NOT
150,16,gg sk,NOT
151,16,kk,NOT
152,16,comend,NOT
153,16,GG,NOT
154,17,noob team,OFF
155,17,fucking tinker,OFF
156,17,HAHAHA,NOT
157,17,FUCK,OFF
158,17,HAHAHA,NOT
159,17,SAD LA,OFF
160,17,lol,NOT
161,17,HAHAHA,NOT
162,17,dagger in,NOT
163,17,ANU YUN ENIGMA ? HAHAHA,NOT
164,17,OK,NOT
165,17,HAHAHA,NOT
166,17,t,NOT
167,17,HAHAHA,NOT
168,17,WTF,NOT
169,17,haha,NOT
170,17,NO BUYBACK,NOT
171,17,PUSH,NOT
172,17,haha,NOT
173,17,haha,NOT
174,17,ENDNA,NOT
175,17,END NA,OFF
176,17,FUCK UR 1 psuh,OFF
177,17,HAHAHA,NOT
178,17,COME BOT LAST CLASH,NOT
179,17,HAHAHA HERO BB ?,NOT
180,17,SURE NA BA KAYO ?,NOT
181,17,SAD,NOT
182,17,Ez,OFF
183,17,hahah,NOT
184,17,GEGE,NOT
185,17,Gg,NOT
186,17,haha,NOT
187,17,GGWP,NOT
188,17,ez,OFF
189,17,commend mne,NOT
190,17,EZ,OFF
191,17,ez,OFF
192,17,EZ SUPP,OFF
193,18,por la weba predicen quispes,NOT
194,18,LOL ,NOT
195,18,lo,NOT
196,18,que cha pasa,NOT
197,18,Ez,OFF
198,18,.l.,NOT
199,18,gg ,NOT
200,18,for pandariam!!,NOT
201,18,gg,NOT
202,18,PANDA ,NOT
203,18,LOL ,NOT
204,18,eZ MID,OFF
205,18,ezz of,OFF
206,18,wk ctmr,NOT
207,18,ezz,OFF
208,18,te odio,NOT
209,18,SEXO,NOT
210,19,(,NOT
211,19,))),NOT
212,19,lfhje,NOT
213,19,),NOT
214,19,ty,NOT
215,19,lol,NOT
216,19,ybn,NOT
217,19,)),NOT
218,19,),NOT
219,20,te kasna bubacka,NOT
220,20,ggwp,NOT
